location_id,location_name,cause,intervention,population_age,predicted_icer_usd,predicted_icer_usd_median,predicted_icer_usd_lower,predicted_icer_usd_upper,predicted_icer_usd_25th_per,predicted_icer_usd_75th_per,region_min_icer,country_min_icer,country_max_icer,region_max_icer,total_ratio_count,kw_ratio_count,dalys_per_100k,prevalence_per_100k,burden_total,prevalence_total,input_per_year_per_test_cost,GDP_2019usd,efficacy,sensitivity,specificity,region_name,super_region_name,Status,u_l_ratio,intervention_type,cause_intervention,gdp_threshold_ochelak,gdp_threshold_pichon
139,algeria,HIV/AIDS,PREP for MSM,adults,43726,23800,2278,220950,10825,48194,20686,,,20686,,,22,17,6638.3,5068.9,28.8,3961,67,,,north africa and middle east,north africa and middle east,not eligible,96.99,prevention,HIV/AIDS prevention,1.3,0.5
139,algeria,Malaria,Bed nets,all ages,52983,44232,12508,137305,29135,67186,,,,,,,1,5,218.656672,2093.502552,0.72,3961,44,,,north africa and middle east,north africa and middle east,not eligible,10.98,prevention,Malaria prevention,1.3,0.5
168,angola,Syphilis,Antental syphilis screening,0 to 11 m,7,6,2,16,4,8,,4,4,,1,1,19129,0,202942.6,0,0.6,2694,,86,99,central sub-saharan africa,sub-saharan africa,eligible,9.71,prevention,Syphilis prevention,0.14,0.17
168,angola,Malaria,IPT for pregnant women,0 to 11 m,8,6,2,20,4,10,,,,,2,,21793,9226,231203.8034,97873.62733,3.6,2694,61,,,central sub-saharan africa,sub-saharan africa,eligible,8.93,prevention,Malaria prevention,0.14,0.17
168,angola,Malaria,IPT for infants,0 to 11 m,15,13,4,40,9,19,,,,,2,,21793,9226,231203.8034,97873.62733,1.2,2694,30,,,central sub-saharan africa,sub-saharan africa,eligible,9.14,prevention,Malaria prevention,0.14,0.17
168,angola,Malaria,Malaria vaccine,0 to 4 y,45,39,13,108,27,58,,199,199,,2,2,10477,12968,539277.3711,667470.7916,8,2694,36,,,central sub-saharan africa,sub-saharan africa,eligible,8.41,prevention,Malaria prevention,0.14,0.17
168,angola,Malaria,Bed nets,all ages,106,93,31,259,64,131,,,,,2,,2663,11517,802520.3807,3471085.247,0.72,2694,44,,,central sub-saharan africa,sub-saharan africa,eligible,8.3,prevention,Malaria prevention,0.14,0.17
168,angola,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1918,28194,577907.3,8497270.9,11.27,2694,93,,,central sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.14,0.17
168,angola,Tuberculosis,BCG vaccine against TB,0 to 4 y,174,117,20,628,63,216,,,,,,,2710,14830,139511.5,763315.4,0.01,2694,80,,,central sub-saharan africa,sub-saharan africa,eligible,31.9,prevention,Tuberculosis prevention,0.14,0.17
168,angola,Tuberculosis,Xpert TB test,all ages,446,322,69,1551,195,563,,,,,,,1918,28194,577907.3,8497270.9,12.1,2694,,64.6,99,central sub-saharan africa,sub-saharan africa,eligible,22.48,prevention,Tuberculosis prevention,0.14,0.17
168,angola,Tuberculosis,Preventive therapy for TB,adults,677,474,86,2528,269,807,,,,,,,2602,42754,420253.1,6905246.6,3.45,2694,64,,,central sub-saharan africa,sub-saharan africa,eligible,29.4,prevention,Tuberculosis prevention,0.14,0.17
168,angola,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1175,616,71,5610,287,1330,,,,,,,51541,21246,546794.5,225402.4,58.2,2694,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,79.23,prevention,HIV/AIDS prevention,0.14,0.17
168,angola,HIV/AIDS,ART for prevention,adults,2109,1154,156,9912,563,2397,,,,,,,5060,2288,817224.5,369536.7,58.2,2694,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,63.7,art,HIV/AIDS art,0.14,0.17
168,angola,HIV/AIDS,ART for prevention,0 to 9 y,3148,1838,223,14827,844,3572,,,,,,,1061,144,105947.7,14373.1,133.5,2694,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,66.58,art,HIV/AIDS art,0.14,0.17
168,angola,HIV/AIDS,PREP for heterosexuals,adults,6453,3526,315,30587,1630,7001,4073,12625,12625,23148,1,1,5060,2288,817224.5,369536.7,28.8,2694,67,,,central sub-saharan africa,sub-saharan africa,eligible,97.1,prevention,HIV/AIDS prevention,0.14,0.17
168,angola,HIV/AIDS,PREP for MSM,adults,10160,5475,504,50380,2590,11160,4073,12625,12625,23148,1,1,1416,693,228723.8,111982,28.8,2694,67,,,central sub-saharan africa,sub-saharan africa,eligible,99.96,prevention,HIV/AIDS prevention,0.14,0.17
33,armenia,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,102,19238,3071.8,580918.7,11.27,4699,93,,,central asia,"central europe, eastern europe, and central asia",eligible,196.74,prevention,Tuberculosis prevention,0.36,1.02
33,armenia,Tuberculosis,Xpert TB test,all ages,980,709,146,3451,425,1215,,,,,,,102,19238,3071.8,580918.7,12.1,4699,,64.6,99,central asia,"central europe, eastern europe, and central asia",eligible,23.69,prevention,Tuberculosis prevention,0.36,1.02
33,armenia,Tuberculosis,BCG vaccine against TB,0 to 4 y,1901,1196,182,7666,646,2324,,,,,,,69,5898,141.6,12061.2,0.01,4699,80,,,central asia,"central europe, eastern europe, and central asia",eligible,42.07,prevention,Tuberculosis prevention,0.36,1.02
33,armenia,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",2115,1126,136,9856,539,2437,,,,,,,582,1045,221.5,397.8,58.2,4699,93.5,,,central asia,"central europe, eastern europe, and central asia",not eligible,72.37,prevention,HIV/AIDS prevention,0.36,1.02
33,armenia,Syphilis,Antental syphilis screening,0 to 11 m,3877,3222,925,10572,2067,4834,,,,,,,0,0,0,0,0.6,4699,,86,99,central asia,"central europe, eastern europe, and central asia",not eligible,11.43,prevention,Syphilis prevention,0.36,1.02
33,armenia,HIV/AIDS,ART for prevention,adults,4322,2502,279,19294,1130,4912,,,,,,,43,57,1033,1371.8,58.2,4699,93.5,,,central asia,"central europe, eastern europe, and central asia",not eligible,69.23,art,HIV/AIDS art,0.36,1.02
33,armenia,Tuberculosis,Preventive therapy for TB,adults,4766,3309,666,17925,1914,5670,,,,,,,121,22923,2908,552709.8,3.45,4699,64,,,central asia,"central europe, eastern europe, and central asia",eligible,26.93,prevention,Tuberculosis prevention,0.36,1.02
33,armenia,HIV/AIDS,ART for prevention,0 to 9 y,6535,3695,368,31094,1580,7568,,,,,,,7,4,29.9,17.7,133.5,4699,93.5,,,central asia,"central europe, eastern europe, and central asia",not eligible,84.61,art,HIV/AIDS art,0.36,1.02
33,armenia,HIV/AIDS,PREP for heterosexuals,adults,34348,18901,1641,162322,8520,37607,,,,,,,43,57,1033,1371.8,28.8,4699,67,,,central asia,"central europe, eastern europe, and central asia",not eligible,98.91,prevention,HIV/AIDS prevention,0.36,1.02
33,armenia,HIV/AIDS,PREP for MSM,adults,38020,20767,1972,191450,9490,42242,,,,,,,33,36,791.5,872.9,28.8,4699,67,,,central asia,"central europe, eastern europe, and central asia",not eligible,97.08,prevention,HIV/AIDS prevention,0.36,1.02
34,azerbaijan,Syphilis,Antental syphilis screening,0 to 11 m,27,24,7,71,16,34,,,,,,,1060,0,1515.4,0,0.6,4806,,86,99,central asia,"central europe, eastern europe, and central asia",eligible,9.58,prevention,Syphilis prevention,0.33,0.37
34,azerbaijan,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,303,23088,31170.8,2373093.3,11.27,4806,93,,,central asia,"central europe, eastern europe, and central asia",eligible,196.74,prevention,Tuberculosis prevention,0.33,0.37
34,azerbaijan,Tuberculosis,BCG vaccine against TB,0 to 4 y,732,486,89,2569,273,900,,,,,,,269,7204,2045,54735.9,0.01,4806,80,,,central asia,"central europe, eastern europe, and central asia",eligible,28.83,prevention,Tuberculosis prevention,0.33,0.37
34,azerbaijan,Tuberculosis,Xpert TB test,all ages,823,593,126,2898,365,1034,,,,,,,303,23088,31170.8,2373093.3,12.1,4806,,64.6,99,central asia,"central europe, eastern europe, and central asia",eligible,22.95,prevention,Tuberculosis prevention,0.33,0.37
34,azerbaijan,Tuberculosis,Preventive therapy for TB,adults,2243,1593,322,8273,922,2669,,,,,,,362,28204,28780.3,2242804.9,3.45,4806,64,,,central asia,"central europe, eastern europe, and central asia",eligible,25.73,prevention,Tuberculosis prevention,0.33,0.37
34,azerbaijan,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",2312,1244,148,10513,596,2656,,,,,,,353,539,504.8,770.5,58.2,4806,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,70.94,prevention,HIV/AIDS prevention,0.33,0.37
34,azerbaijan,HIV/AIDS,ART for prevention,adults,4539,2634,292,20279,1174,5170,,,,,,,26,42,2093.6,3315.8,58.2,4806,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,69.54,art,HIV/AIDS art,0.33,0.37
34,azerbaijan,HIV/AIDS,ART for prevention,0 to 9 y,7096,3931,384,32628,1684,8215,,,,,,,10,2,161.4,40,133.5,4806,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,84.86,art,HIV/AIDS art,0.33,0.37
34,azerbaijan,HIV/AIDS,PREP for heterosexuals,adults,40759,22444,1956,193472,10088,44664,,,,,,,26,42,2093.6,3315.8,28.8,4806,67,,,central asia,"central europe, eastern europe, and central asia",eligible,98.89,prevention,HIV/AIDS prevention,0.33,0.37
34,azerbaijan,HIV/AIDS,PREP for MSM,adults,45487,24726,2373,230071,11238,50143,,,,,,,20,30,1566.9,2428.7,28.8,4806,67,,,central asia,"central europe, eastern europe, and central asia",eligible,96.96,prevention,HIV/AIDS prevention,0.33,0.37
161,bangladesh,Syphilis,Antental syphilis screening,0 to 11 m,13,11,4,33,8,16,,28,28,,1,1,6211,0,163606.8,0,0.6,1822,,86,99,south asia,south asia,eligible,9.4,prevention,Syphilis prevention,0.12,0.22
161,bangladesh,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,627,7599,998555.4,12102416.5,11.27,1822,93,,,south asia,south asia,eligible,196.74,prevention,Tuberculosis prevention,0.12,0.22
161,bangladesh,Malaria,IPT for pregnant women,0 to 11 m,399,331,103,1029,228,507,,,,,,,1,52,22.45004464,1366.723582,3.6,1823,61,,,south asia,south asia,eligible,9.99,prevention,Malaria prevention,0.12,0.22
161,bangladesh,Malaria,IPT for infants,0 to 11 m,809,673,216,2160,461,994,,,,,,,1,52,22.45004464,1366.723582,1.2,1823,30,,,south asia,south asia,eligible,10,prevention,Malaria prevention,0.12,0.22
161,bangladesh,Tuberculosis,BCG vaccine against TB,0 to 4 y,851,516,75,3427,272,1003,,,,,,,298,6961,40919.2,956904.3,0.01,1822,80,,,south asia,south asia,eligible,45.82,prevention,Tuberculosis prevention,0.12,0.22
161,bangladesh,Tuberculosis,Preventive therapy for TB,adults,1574,1067,200,6367,587,1800,,,,,,,811,8785,934137.5,10121502.8,3.45,1822,64,,,south asia,south asia,eligible,31.82,prevention,Tuberculosis prevention,0.12,0.22
161,bangladesh,Tuberculosis,Xpert TB test,all ages,1626,1141,196,6185,653,1958,,,,,,,627,7599,998555.4,12102416.5,12.1,1822,,64.6,99,south asia,south asia,eligible,31.47,prevention,Tuberculosis prevention,0.12,0.22
161,bangladesh,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1726,963,104,8131,460,2020,,,,,,,281,110,7393.2,2909.2,58.2,1822,93.5,,,south asia,south asia,eligible,78.11,prevention,HIV/AIDS prevention,0.12,0.22
161,bangladesh,Malaria,Malaria vaccine,0 to 4 y,1867,1616,487,4500,1090,2428,,,,,,,1,98,182.4270684,13443.43631,8,1823,36,,,south asia,south asia,eligible,9.24,prevention,Malaria prevention,0.12,0.22
161,bangladesh,HIV/AIDS,ART for prevention,adults,3578,1981,196,17377,870,4069,,,,,,,15,7,17405.1,7959.5,58.2,1822,93.5,,,south asia,south asia,eligible,88.75,art,HIV/AIDS art,0.12,0.22
161,bangladesh,HIV/AIDS,ART for prevention,0 to 9 y,4824,2567,244,22368,1104,5486,,,,,,,13,1,3833.6,355.2,133.5,1822,93.5,,,south asia,south asia,eligible,91.82,art,HIV/AIDS art,0.12,0.22
161,bangladesh,Malaria,Bed nets,all ages,6978,5936,1860,17633,4045,8828,,,,,,,5,48,7557.433835,77108.79123,0.72,1823,44,,,south asia,south asia,eligible,9.48,prevention,Malaria prevention,0.12,0.22
161,bangladesh,HIV/AIDS,PREP for heterosexuals,adults,49553,27237,2391,236385,12327,54440,,,,,,,15,7,17405.1,7959.5,28.8,1822,67,,,south asia,south asia,eligible,98.86,prevention,HIV/AIDS prevention,0.12,0.22
161,bangladesh,HIV/AIDS,PREP for MSM,adults,61275,33393,3226,306050,15062,67256,,,,,,,8,4,9730.6,4608.1,28.8,1822,67,,,south asia,south asia,eligible,94.88,prevention,HIV/AIDS prevention,0.12,0.22
57,belarus,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,128,16370,12184.6,1555226.3,11.27,6866,93,,,eastern europe,"central europe, eastern europe, and central asia",eligible,196.74,prevention,Tuberculosis prevention,0.71,0.55
57,belarus,Syphilis,Antental syphilis screening,0 to 11 m,365,313,95,932,208,457,,,,,,,7,0,7.4,0,0.6,6866,,86,99,eastern europe,"central europe, eastern europe, and central asia",eligible,9.83,prevention,Syphilis prevention,0.71,0.55
57,belarus,Tuberculosis,Xpert TB test,all ages,1789,1271,263,6438,771,2206,,,,,,,128,16370,12184.6,1555226.3,12.1,6866,,64.6,99,eastern europe,"central europe, eastern europe, and central asia",eligible,24.48,prevention,Tuberculosis prevention,0.71,0.55
57,belarus,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1842,980,108,8586,464,2112,,,,,,,4092,5690,4266.8,5933,58.2,6866,93.5,,,eastern europe,"central europe, eastern europe, and central asia",eligible,79.65,prevention,HIV/AIDS prevention,0.71,0.55
57,belarus,Tuberculosis,Preventive therapy for TB,adults,3739,2707,559,13924,1572,4482,,,,,,,154,19000,12088.6,1492784.9,3.45,6866,64,,,eastern europe,"central europe, eastern europe, and central asia",eligible,24.92,prevention,Tuberculosis prevention,0.71,0.55
57,belarus,HIV/AIDS,ART for prevention,adults,3850,2162,267,17355,1050,4352,,,,,,,201,216,15765.1,16972.3,58.2,6866,93.5,,,eastern europe,"central europe, eastern europe, and central asia",eligible,65.02,art,HIV/AIDS art,0.71,0.55
57,belarus,Tuberculosis,BCG vaccine against TB,0 to 4 y,5451,3209,434,22682,1714,6588,,,,,,,14,4805,80.1,27085.5,0.01,6866,80,,,eastern europe,"central europe, eastern europe, and central asia",eligible,52.29,prevention,Tuberculosis prevention,0.71,0.55
57,belarus,HIV/AIDS,ART for prevention,0 to 9 y,6539,3725,380,31068,1612,7544,,,,,,,18,7,201.2,75.1,133.5,6866,93.5,,,eastern europe,"central europe, eastern europe, and central asia",eligible,81.74,art,HIV/AIDS art,0.71,0.55
57,belarus,HIV/AIDS,PREP for heterosexuals,adults,19976,11012,941,94185,4961,21738,1030,,,1053,,,201,216,15765.1,16972.3,28.8,6866,67,,,eastern europe,"central europe, eastern europe, and central asia",eligible,100.11,prevention,HIV/AIDS prevention,0.71,0.55
57,belarus,HIV/AIDS,PREP for MSM,adults,22804,12355,1163,113243,5794,25762,1030,,,1053,,,141,126,11065.9,9905.5,28.8,6866,67,,,eastern europe,"central europe, eastern europe, and central asia",eligible,97.35,prevention,HIV/AIDS prevention,0.71,0.55
108,belize,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,159,21860,651.9,89646.2,11.27,4908,93,,,caribbean,latin america and caribbean,not eligible,196.74,prevention,Tuberculosis prevention,0.8,0.53
108,belize,Syphilis,Antental syphilis screening,0 to 11 m,291,250,75,740,165,362,,64,64,,1,1,13,0,1,0,0.6,4908,,86,99,caribbean,latin america and caribbean,eligible,9.86,prevention,Syphilis prevention,0.8,0.53
108,belize,Malaria,IPT for pregnant women,0 to 11 m,630,521,160,1674,359,805,,,,,,,0,40,0.034800792,2.980800371,3.6,4908,61,,,caribbean,latin america and caribbean,not eligible,10.48,prevention,Malaria prevention,0.8,0.53
108,belize,Tuberculosis,Xpert TB test,all ages,891,639,136,3145,396,1110,,,,,,,159,21860,651.9,89646.2,12.1,4908,,64.6,99,caribbean,latin america and caribbean,not eligible,23.12,prevention,Tuberculosis prevention,0.8,0.53
108,belize,Malaria,IPT for infants,0 to 11 m,1281,1055,339,3507,719,1582,,,,,,,0,40,0.034800792,2.980800371,1.2,4908,30,,,caribbean,latin america and caribbean,not eligible,10.35,prevention,Malaria prevention,0.8,0.53
108,belize,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1582,823,94,7448,389,1809,,,,,,,18593,12905,1389.1,964.2,58.2,4908,93.5,,,caribbean,latin america and caribbean,eligible,78.89,prevention,HIV/AIDS prevention,0.8,0.53
108,belize,Tuberculosis,BCG vaccine against TB,0 to 4 y,2004,1261,191,8002,677,2438,,,,,,,63,8105,23.8,3041.5,0.01,4908,80,,,caribbean,latin america and caribbean,not eligible,41.81,prevention,Tuberculosis prevention,0.8,0.53
108,belize,Malaria,Malaria vaccine,0 to 4 y,2952,2526,784,7120,1727,3837,,,,,,,1,75,0.301367396,28.0728664,8,4908,36,,,caribbean,latin america and caribbean,not eligible,9.09,prevention,Malaria prevention,0.8,0.53
108,belize,HIV/AIDS,ART for prevention,adults,3012,1660,214,13743,824,3438,,,,,,,1446,906,4157.6,2605.9,58.2,4908,93.5,,,caribbean,latin america and caribbean,eligible,64.31,art,HIV/AIDS art,0.8,0.53
108,belize,Tuberculosis,Preventive therapy for TB,adults,3171,2220,466,12084,1300,3756,,,,,,,215,29040,619.2,83517.4,3.45,4908,64,,,caribbean,latin america and caribbean,not eligible,25.9,prevention,Tuberculosis prevention,0.8,0.53
108,belize,HIV/AIDS,ART for prevention,0 to 9 y,4440,2595,296,20285,1162,5021,,,,,,,195,66,152,51.9,133.5,4908,93.5,,,caribbean,latin america and caribbean,eligible,68.49,art,HIV/AIDS art,0.8,0.53
108,belize,HIV/AIDS,PREP for heterosexuals,adults,10001,5491,482,46330,2520,10918,,,,,,,1446,906,4157.6,2605.9,28.8,4908,67,,,caribbean,latin america and caribbean,eligible,96.2,prevention,HIV/AIDS prevention,0.8,0.53
108,belize,Malaria,Bed nets,all ages,11541,9875,2933,28496,6596,14570,,,,,,,0,37,1.727358465,151.9367366,0.72,4908,44,,,caribbean,latin america and caribbean,not eligible,9.71,prevention,Malaria prevention,0.8,0.53
108,belize,HIV/AIDS,PREP for MSM,adults,11752,6311,586,57395,3001,12911,,,,,,,934,518,2687.2,1488.9,28.8,4908,67,,,caribbean,latin america and caribbean,eligible,97.94,prevention,HIV/AIDS prevention,0.8,0.53
200,benin,Malaria,IPT for pregnant women,0 to 11 m,3,2,1,8,2,4,,,,,2,,54909,25634,262509.2558,122551.2565,3.6,1230,61,,,western sub-saharan africa,sub-saharan africa,eligible,9.07,prevention,Malaria prevention,0.29,0.18
200,benin,Malaria,IPT for infants,0 to 11 m,6,5,2,15,3,7,,,,,2,,54909,25634,262509.2558,122551.2565,1.2,1230,30,,,western sub-saharan africa,sub-saharan africa,eligible,8.95,prevention,Malaria prevention,0.29,0.18
200,benin,Malaria,Malaria vaccine,0 to 4 y,17,15,5,42,10,22,,121,121,,2,2,30535,35892,680334.4344,799682.5616,8,1230,36,,,western sub-saharan africa,sub-saharan africa,eligible,8.89,prevention,Malaria prevention,0.29,0.18
200,benin,Syphilis,Antental syphilis screening,0 to 11 m,18,15,5,45,10,22,,10,10,,1,1,3777,0,18055.9,0,0.6,1230,,86,99,western sub-saharan africa,sub-saharan africa,eligible,9.62,prevention,Syphilis prevention,0.29,0.18
200,benin,Malaria,Bed nets,all ages,37,32,11,91,22,45,,,,,2,,7510,31786,951189.5915,4025992.023,0.72,1230,44,,,western sub-saharan africa,sub-saharan africa,eligible,8.15,prevention,Malaria prevention,0.29,0.18
200,benin,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,959,18417,121505,2332644.7,11.27,1230,93,,,western sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.29,0.18
200,benin,Tuberculosis,BCG vaccine against TB,0 to 4 y,302,191,30,1187,101,355,,,,,,,1491,9031,33226.8,201211.6,0.01,1230,80,,,western sub-saharan africa,sub-saharan africa,eligible,39.7,prevention,Tuberculosis prevention,0.29,0.18
200,benin,Tuberculosis,Xpert TB test,all ages,570,412,80,2009,246,710,,,,,,,959,18417,121505,2332644.7,12.1,1230,,64.6,99,western sub-saharan africa,sub-saharan africa,eligible,24.95,prevention,Tuberculosis prevention,0.29,0.18
